01;DIVE;11:30;An Introduction to Indirect Code Completion;6;!Nhat;Vadim Zaytsev
02;SHOW;11:50;Same Size, Different Costs: Phase-Level Energy Variations in Transformer Models during Code Generation;2;!Lola Solovyeva
03;SHOW;12:20;The Cost of AI-Assisted Coding: Energy vs. Accuracy in Language Models;3;!Negar Alizadeh;Boris Belchev;Nishant Saurabh;Patricia Kelbert
04;DIVE;13:40;Bridging CPU and GPU in Rust;6;https://purl.utwente.nl/essays/100981@MSc;https://purl.utwente.nl/essays/107371@MSc;!Niek Aukes;Cristian-Andrei Begu;Georgiana Caltais
05;SHOW;14:00;Sampling Threat when Mining Generalizable Inter-Library Usage Patterns;2;https://doi.org/10.1016/j.scico.2025.103393@SCP;!Yunior Pacheco;Coen De Roover;Johannes Härtel
06;SHOW;14:10;An Analysis of Code Clones in GitHub Actions Workflows;2;!Guillaume Cardoen;Alexandre Decan;Tom Mens
07;SHOW;14:20;A Method for Inferring Python Proficiency from Textbooks;2;https://doi.org/10.1109/ICSME58944.2024.00035@ICSME’24;https://doi.org/10.1145/3524610.3527878@ICPC’22;Ruksit Rojpaisarnkit;!Gregorio Robles;Jesús M. González-Barahona;Kenichi Matsumoto;Raula Gaikovina Kula
08;DIVE;14:35;BRIDGE: Building Reliable Interfaces for Developer Guidance and Exploration through Static Analysis and LLM Translation;9;https://doi.org/10.18653/v1/2024.findings-acl.939@ACL’24;https://github.com/krinara86/Bridge-Benevol@GitHub;!Krishna Narasimhan;Mairieli Wessel
09;SHOW;14:55;On the Automation and Reuse Practices in GitHub Actions: Results of a Qualitative Survey;2;https://doi.org/10.1145/3643991.3644867@MSR’24;!Hassan Onsori Delicheh;Guillaume Cardoen;Alexandre Decan;Tom Mens
10;DIVE;15:30;On the Structuring of LaTeX Projects;7;https://purl.utwente.nl/essays/107262@BSc;https://purl.utwente.nl/essays/107264@BSc;https://purl.utwente.nl/essays/107820@BSc;Wouter ten Brinke;Bart Griepsma;Aleksandra Ignatovič;Nhat;!Vadim Zaytsev
11;DIVE;15:50;ClassViz: From Verification Tool to Research Vessel;7;https://doi.org/10.1109/MSR59073.2023.00029@MSR’23;https://github.com/rsatrioadi/classviz@GitHub;!Satrio Adi Rukmono
12;CORE;16:10;Pseudonymization as a Service: Compartmentalizing and Controlling Data Processing in Evolving Systems with Micropseudonymization;14;!Job Doesburg;Bernard van Gastel;Erik Poll
13;CORE;11:00;On the Evolution of Direct Dependencies in npm Packages;12;!Shahin Ebrahimi-Kia;Jesús M. González-Barahona;David Moreno-Lumbreras;Gregorio Robles;Tom Mens
14;SHOW;11:20;An Empirical Analysis of the GitHub Actions Language Usage and Evolution;2;!Aref Talebzadeh Bardsiri;Alexandre Decan;Tom Mens
15;SHOW;;Language-Level Support for Multiple Versions for Software Evolution;2;Tomoyuki Aotani;Satsuki Kasuya;Luthfan Lubis;Hidehiko Masuhara;Yudai Tanabe
16;SHOW;11:30;On the Transferability of a Bot Detection Model from GitHub to GitLab;2;!Cyril Moreau
17;SHOW;11:40;Evolution-Resilient Class Contours;2;!Mattia Giannaccari;Marco Raglianti
18;DIVE;15:40;Preliminary Survey on CPS Testing in Various Domains of the Industry;8;Guillaume Nguyen;!Xavier Devroey
19;CORE;15:20;FlaDaGe: A Framework for Generation of Synthetic Data to Compare Flakiness Scores;19;https://doi.org/10.5281/zenodo.17206909@replication package;Mert Ege Can;!Joanna Kisaakye;Mutlu Beyazıt;Serge Demeyer
20;REAP;15:00;Evaluating Test-Driven Code Generation: A Replication Study;11;https://arxiv.org/abs/2401.08500@arXiv;!Giovanni Rosa;Jesús Maria González-Barahona

gawd;TOOL;16:10;https://github.com/pooya-rostami/gawd;;!Pooya Rostami Mazrae;Alexandre Decan;Tom Mens
ghmap;TOOL;16:20;https://github.com/uhourri/ghmap;;!Youness Hourri;Alexandre Decan;Tom Mens
CPSLint;TOOL;16:30;https://github.com/omersayilir75/C•PSDSL;;!Ömer Sayilir;Vadim Zaytsev
rust-gpu-hybrid-compiler;TOOL;16:40;https://github.com/NiekAukes/rust-gpu-hybrid-compiler;;Niek Aukes;!Cristian-Andrei Begu
RESTCov;TOOL;16:50;https://github.com/2tolgahan2/RESTCov;;Tolga¡han Bardakcı
